_id,created_at,name,project_id,updated_at,user_id
4d822964ead1cc4e7d000001,2011-03-17 00:00:00 UTC,FLV solution discussion,4d76ee514bc13c78ea00002b,2011-05-02 16:17:23 UTC,4d70786b4bc13c767a000003
4d82296bead1cc4e7d000003,2011-03-17 00:00:00 UTC,TextMate and regular expression discussion,4d76ee514bc13c78ea00002b,2011-05-02 16:17:23 UTC,4d70786b4bc13c767a000003
4d822973ead1cc4e7d000005,2011-03-17 00:00:00 UTC,HTML to PHP name exceptions,4d76ee514bc13c78ea00002b,2011-05-02 16:17:23 UTC,4d70786b4bc13c767a000003
4d822979ead1cc4e7d000007,2011-03-17 00:00:00 UTC,FLV solution,4d76ee514bc13c78ea00002b,2011-05-02 16:17:23 UTC,4d70786b4bc13c767a000003
4d82297bead1cc4e7d000009,2011-03-17 00:00:00 UTC,Replacing SWF references with CDN link in HTML to PHP script,4d76ee514bc13c78ea00002b,2011-05-02 16:17:23 UTC,4d70786b4bc13c767a000003
4d82297eead1cc4e7d00000b,2011-03-17 00:00:00 UTC,Meeting about french courses,4d76ee514bc13c78ea00002b,2011-05-02 16:17:23 UTC,4d70786b4bc13c767a000003
4d822982ead1cc4e7d00000d,2011-03-17 00:00:00 UTC,Flattening script,4d76ee514bc13c78ea00002b,2011-05-02 16:17:23 UTC,4d70786b4bc13c767a000003
4d822985ead1cc4e7d00000f,2011-03-17 00:00:00 UTC,French TDG course sectioning,4d76ee514bc13c78ea00002b,2011-05-02 16:17:23 UTC,4d70786b4bc13c767a000003
4d8233ddead1cc5149000008,2011-03-03 00:00:00 UTC,Debugging Lesson Player,4d82256aead1cc4d08000009,2011-05-02 16:17:23 UTC,4d707b1d4bc13c7795000004
4d8233eeead1cc514900000a,2011-03-03 00:00:00 UTC,"Rewriting Favorites, Bookmarks and Notes",4d82256aead1cc4d08000009,2011-05-02 16:17:23 UTC,4d707b1d4bc13c7795000004
4d8233f8ead1cc514900000c,2011-03-03 00:00:00 UTC,Rewriting the contents section,4d82256aead1cc4d08000009,2011-05-02 16:17:23 UTC,4d707b1d4bc13c7795000004
4d823400ead1cc514900000e,2011-03-03 00:00:00 UTC,General Debugging,4d82256aead1cc4d08000009,2011-05-02 16:17:23 UTC,4d707b1d4bc13c7795000004
4d8285baead1cc5715000010,2011-03-17 00:00:00 UTC,Quiz custom component discussion,4d76ee514bc13c78ea00002b,2011-05-02 16:17:23 UTC,4d70786b4bc13c767a000003
4d82ce2aead1cc5715000012,2011-03-18 00:00:00 UTC,New Quiz Component,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d70786b4bc13c767a000003
4d8e9991ead1cc571500001f,2011-03-27 00:00:00 UTC,Spreadsheet Styles,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d70786b4bc13c767a000003
4d8e99a2ead1cc5715000021,2011-03-27 00:00:00 UTC,Trainee Page,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d70786b4bc13c767a000003
4d922189ead1cc5715000029,2011-03-29 00:00:00 UTC,Other,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d70786b4bc13c767a000003
4d922197ead1cc571500002b,2011-03-29 00:00:00 UTC,Flash hitpositioning,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d70786b4bc13c767a000003
4d9221beead1cc571500002e,2011-03-29 00:00:00 UTC,Quiz Type Discussion,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d70786b4bc13c767a000003
4d9221e5ead1cc5715000033,2011-03-29 00:00:00 UTC,PHP Host page,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d70786b4bc13c767a000003
4d9221edead1cc5715000035,2011-03-29 00:00:00 UTC,Bug Fixes,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d70786b4bc13c767a000003
4d92221cead1cc5715000038,2011-03-29 00:00:00 UTC,My Accounts Page,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d70786b4bc13c767a000003
4d953cca4bc13c773600003c,2011-03-02 00:00:00 UTC,Review of PHP API for FMS,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
4d95446d4bc13c7736000042,2011-03-03 00:00:00 UTC, Doing connection to FileMaker using PHP API,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
4d9546df4bc13c773600004e,2011-03-04 00:00:00 UTC,Architecture design for the application,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
4d95471f4bc13c7736000054,2011-03-04 00:00:00 UTC,Project initial configuration,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
4d9547ca4bc13c773600005a,2011-03-04 00:00:00 UTC,Integration of PHP API for FileMaker in project,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
4d9548104bc13c7736000060,2011-03-04 00:00:00 UTC,Design pattern for model-database access ,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
4d954dc44bc13c7736000067,2011-03-05 00:00:00 UTC,Development of  user login  functionality,4d76ee514bc13c78ea00002b,2011-05-02 16:17:23 UTC,4d76eec24bc13c78ea000035
4d954e114bc13c773600006d,2011-03-06 00:00:00 UTC,Improving model-activerecord base class for doing connection to database,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
4d954f474bc13c7736000073,2011-03-06 00:00:00 UTC,Creation of mechanism for doing generic mapping of fields  in FM to PHP classes,4d76ee514bc13c78ea00002b,2011-05-02 16:17:23 UTC,4d76eec24bc13c78ea000035
4d954f7f4bc13c7736000079,2011-03-07 00:00:00 UTC,Task planning,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
4d9550194bc13c7736000085,2011-03-07 00:00:00 UTC,Dynamic menu creation with options according to user  rol,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
4d95507d4bc13c7736000091,2011-03-07 00:00:00 UTC,Testing dynamic menu using different user roles,4d76ee514bc13c78ea00002b,2011-05-02 16:17:23 UTC,4d76eec24bc13c78ea000035
4d95515e4bc13c7736000097,2011-03-08 00:00:00 UTC,Adding class for doing operations in  LMS and Role tables,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
4d9551b94bc13c773600009f,2011-03-08 00:00:00 UTC,PHP session creation  after user logs in,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
4d9552234bc13c77360000ab,2011-03-09 00:00:00 UTC,Fixing problems in HTML  for menu creation,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
4d9552534bc13c77360000b1,2011-03-09 00:00:00 UTC,Fixing problems with application architecture ,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
4d9553324bc13c77360000b9,2011-03-10 00:00:00 UTC,Course administration development,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
4d95536d4bc13c77360000bf,2011-03-10 00:00:00 UTC,Meeting for DB review with Jason,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
4d95550e4bc13c77360000d1,2011-03-11 00:00:00 UTC,PHP session management,4d76ee514bc13c78ea00002b,2011-05-02 16:17:23 UTC,4d76eec24bc13c78ea000035
4d9555384bc13c77360000d7,2011-03-11 00:00:00 UTC,Production Server - Configuration,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
4d9555b74bc13c77360000dd,2011-03-11 00:00:00 UTC,Showing images from FM in PHP,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
4d9556684bc13c77360000f3,2011-03-12 00:00:00 UTC,Initial update of project in production server,4d76ee514bc13c78ea00002b,2011-05-02 16:17:23 UTC,4d76eec24bc13c78ea000035
4d95569b4bc13c77360000f9,2011-03-06 00:00:00 UTC,Working with a general master page-main layout for the application in PHP,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
4d9556cc4bc13c77360000ff,2011-03-13 00:00:00 UTC,Enhacement  in security for role access,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
4d9557044bc13c7736000105,2011-03-14 00:00:00 UTC,Solving problem with query not working in IE,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
4d9557a14bc13c773600010d,2011-03-14 00:00:00 UTC,Fixing php issues with user login,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
4d9557c04bc13c7736000113,2011-03-14 00:00:00 UTC,Testing application,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
4d9558134bc13c773600011f,2011-03-14 00:00:00 UTC,Design of  Home layout,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
4d9558dd4bc13c773600012b,2011-03-14 00:00:00 UTC,Course-Admin work for doing database access,4d76ee514bc13c78ea00002b,2011-05-02 16:17:23 UTC,4d76eec24bc13c78ea000035
4d9559704bc13c7736000139,2011-03-15 00:00:00 UTC,Solving errors in  productions server with php scripts,4d76ee514bc13c78ea00002b,2011-05-02 16:17:23 UTC,4d76eec24bc13c78ea000035
4d955ae14bc13c7736000145,2011-03-16 00:00:00 UTC,Testing Admin courses,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
4d955b614bc13c773600014b,2011-03-16 00:00:00 UTC,Working in Admin-Assign for a course,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
4d955bef4bc13c7736000152,2011-03-16 00:00:00 UTC,Creation of  sub-menu according with user role,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
4d955c414bc13c773600015e,2011-03-17 00:00:00 UTC,Dynamic Home page based on User Roles.,4d76ee514bc13c78ea00002b,2011-05-02 16:17:23 UTC,4d76eec24bc13c78ea000035
4d955c8b4bc13c7736000173,2011-03-18 00:00:00 UTC,"Faqs, terms and conditions, privacy   pages",4d76ee514bc13c78ea00002b,2011-05-02 16:17:23 UTC,4d76eec24bc13c78ea000035
4d955d35ead1cc5715000048,2011-03-31 00:00:00 UTC,Project management,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d70786b4bc13c767a000003
4d955da64bc13c773600017d,2011-03-18 00:00:00 UTC,Team SCRUMS,4d76ee514bc13c78ea00002b,2011-05-02 16:17:23 UTC,4d76eec24bc13c78ea000035
4d955da8ead1cc5715000052,2011-03-31 00:00:00 UTC,Training - My History,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d70786b4bc13c767a000003
4d955dc84bc13c7736000183,2011-03-19 00:00:00 UTC,Working in database access for update Profile,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
4d955df5ead1cc5715000061,2011-03-31 00:00:00 UTC,My Account Bug Fix,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d70786b4bc13c767a000003
4d955e00ead1cc5715000063,2011-03-31 00:00:00 UTC,Sub Distributors page,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d70786b4bc13c767a000003
4d955e2aead1cc5715000068,2011-03-31 00:00:00 UTC,File Uploading,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d70786b4bc13c767a000003
4d955e3fead1cc571500006b,2011-03-31 00:00:00 UTC,My training branding,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d70786b4bc13c767a000003
4d955e80ead1cc5715000073,2011-03-31 00:00:00 UTC,Table sorting,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d70786b4bc13c767a000003
4d955eb2ead1cc5715000078,2011-03-31 00:00:00 UTC,Preference pages,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d70786b4bc13c767a000003
4d955f784bc13c7736000189,2011-03-21 00:00:00 UTC,Admin-assign review of database relations,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
4d955fce4bc13c7736000193,2011-03-21 00:00:00 UTC,Working in update Profile changes controller and HTML,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
4d9560754bc13c773600019f,2011-03-22 00:00:00 UTC,Working in Admin-assign database access functions,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
4d9560d44bc13c77360001a5,2011-03-22 00:00:00 UTC, Admin-assign  development - controller,4d76ee514bc13c78ea00002b,2011-05-02 16:17:23 UTC,4d76eec24bc13c78ea000035
4d9560fd4bc13c77360001ab,2011-03-22 00:00:00 UTC,Working in admin-assign controller and  HTML generation,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
4d9561654bc13c77360001b1,2011-03-22 00:00:00 UTC,Manually prod update and server testing.,4d76ee514bc13c78ea00002b,2011-05-02 16:17:23 UTC,4d76eec24bc13c78ea000035
4d95619c4bc13c77360001b7,2011-03-23 00:00:00 UTC,Search for trainee option in admin-assign,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
4d9562d94bc13c77360001bd,2011-03-24 00:00:00 UTC,Testing admin-assign,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
4d9563174bc13c77360001c3,2011-03-17 00:00:00 UTC,Creation of  CSS for tables design ,4d76ee514bc13c78ea00002b,2011-05-02 16:17:23 UTC,4d76eec24bc13c78ea000035
4d9563684bc13c77360001cf,2011-03-17 00:00:00 UTC,Review login error in prod server,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
4d95638c4bc13c77360001d5,2011-03-24 00:00:00 UTC,Solving error in Export to Excel function,4d76ee514bc13c78ea00002b,2011-05-02 16:17:24 UTC,4d76eec24bc13c78ea000035
